|1identity|2g-mod|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11whenever you install a virus program, the corp trashes the top card of r&d.|12|13noise: hacker extraordinaire|
|1hardware|2console|3anarch|4&^|5|6true|7|8|9|10|11+{M}^^^\use the mu on @ only for caïssa programs.\whenever you install a caïssa program, you may trigger its {O} ability without spending {O}.\limit &^ console per player.|12&^^|13deep red|

|1program|2icebreaker, ai, caïssa|3anarch|4&^^|5&^^^^^^^|6|7|8&^|9|10|11{C}^^: break &^ subroutine on host ice.\{O}: host this program on a piece of ice that is not hosting a caïssa and is not directly inward or outward from this program's current host ice.|12&^^|13knight|

|1event|2double, run|3criminal|4&^^^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\make a run. during this run, the corp must pay {C}X as an additional cost to rez each piece of ice, where x is the rez cost of that ice.|12&^^^^|13running interference|

|1program|2|3criminal|4&^^|5|6|7|8&^|9|10|11{O}: run hq. if successful, instead of breaching hq, you may reveal all cards in hq.|12&^|13expert schedule analyzer|

|1resource|2virtual|3criminal|4&^|5|6|7|8|9|10|11when your turn ends, gain {C}^ if you made a successful run this turn; otherwise, trash @.|12&^^|13grifter|

|1program|2icebreaker, decoder|3shaper|4&^^^^|5&^^^^|6|7|8&^|9|10|11{C}^: break &^ code gate subroutine.\{C}^: +&^ strength.|12&^^^^^^^^^|13torch|

|1resource|2connection, virtual|3shaper|4&^^^^|5|6true|7|8|9|10|11when your turn begins, reveal the top card of r&d. the corp may draw that card.|12&^^^|13woman in the red dress|

|1resource|2connection|3neutral|4&|5|6true|7|8|9|10|11whenever the corp takes bad publicity, breach hq. you cannot access cards in the root of hq during this breach.\{T}: expose &^ card.|12&^^|13raymond flint|

|1program|2|3anarch|4&^^^|5|6|7|8&^^|9|10|11{O}: run r&d. if successful, instead of breaching r&d, look at the top &^^^ cards of r&d. trash &^ of those cards, then the corp shuffles r&d.\|12&^^^^|13keyhole|

|1resource|2|3anarch|4&^^|5|6|7|8|9|10|11when the corp turn begins, take &^ tag if you have no tags.\when your turn begins, give the corp &^ bad publicity if he or she has no bad publicity.|12&^|13activist support|

|1event|2double|3criminal|4&^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\remove up to &^^ tags and draw &^^^ cards.|12&^^|13lawyer up|

|1event|2|3criminal|4&^^|5|6|7|8|9|10|11play only if you made a successful run on hq this turn.\prevent all damage until the beginning of your next turn unless the corp takes &^^ bad publicity.|12&^|13leverage|

|1program|2icebreaker, killer|3criminal|4&^^^|5&^^|6|7|8&^^|9|10|11{C}^: break &^ sentry subroutine.\{C}^: +&^ strength.|12&^^^^^^^|13garrote|

|1hardware|2chip|3shaper|4&^|5|6|7|8|9|10|11whenever you install an icebreaker, that icebreaker has +&^ strength until the end of the turn.|12&^|13llds processor|

|1program|2icebreaker|3shaper|4&^|5&^^^|6|7|8&^|9|10|11{T}: break any number of destroyer subroutines.\{C}^: +&^^ strength.|12&^|13sharpshooter|

|1hardware|2|3shaper|4&^^^|5|6true|7|8|9|10|11{O}: trash any number of cards from your grip. for each trashed card of which you have another copy installed, draw &^ card.|12&^^|13capstone|

|1resource|2|3neutral|4&|5|6|7|8|9|10|11when your turn begins, lose {O}.\ignore any additional costs on each double event you play.|12&^|13starlight crusade funding|

|1event|2|3anarch|4&^^|5|6|7|8|9|10|11play only if you made a successful run on r&d, hq, and archives this turn.\access &^ installed card (non-ice).|12&|13quest completed|

|1program|2virus|3anarch|4&^^^^|5|6|7|8&^|9|10|11whenever you make a successful run, place &^ virus counter on @.\{O}, &^^ hosted virus counters: the corp trashes &^ card from hq.|12&^^^|13hemorrhage|

|1resource|2connection|3anarch|4&^^^|5|6true|7|8|9|10|11whenever a gray ops or black ops operation is trashed after resolving, you may give the corp &^ bad publicity and take &^ tag.\{T}: draw &^ card for each bad publicity the corp has.|12&^^|13tallie perrault|

|1event|2double|3criminal|4&^^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\reveal all cards in hq.|12&^^^^|13executive wiretaps|

|1hardware|2console|3criminal|4&^^|5|6true|7|8|9|10|11+{M}^^\whenever you expose a card, the corp must rez it by paying its rez cost, if able.\limit &^ console per player.|12&^^^^^^^^^^^|13blackguard|

|1hardware|2chip|3shaper|4&^^|5|6|7|8|9|10|11+{M}^^|12&^^^^|13cybersolutions mem chip|

|1program|2icebreaker, ai|3shaper|4&^^^|5&^|6|7|8&^|9|10|11{C}^: break &^ subroutine.\{C}^: +&^ strength.\this program can only interface with the outermost piece of ice protecting a server.|12&^^^^^^^|13alpha|

|1program|2icebreaker, ai|3shaper|4&^^^|5&^|6|7|8&^|9|10|11{C}^: break &^ subroutine.\{C}^: +&^ strength.\this program can only interface with the innermost piece of ice protecting a server.|12&^^^^^^^|13omega|

|1event|2run|3neutral|4&|5|6|7|8|9|10|11play only if the corp has at least &^ bad publicity.\make a run. the corp cannot rez ice for the duration of this run.|12&^|13blackmail|

|1event|2double, run|3anarch|4&^^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\run a remote server. if successful, instead of breaching that server, trash all cards installed in the root of that server.|12&^^^^|13singularity|

|1event|2double|3anarch|4&^^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\place up to &^^^ advancement counters on &^ unrezzed card in the root of a remote server. gain {C}^^ for each counter placed this way. you cannot access that card for the remainder of the turn.|12&|13queen's gambit|

|1hardware|2chip, stealth|3anarch|4&^^^|5|6|7|8|9|10|11{R}^\use this credit to pay for using fracters.|12&^|13dyson fractal generator|

|1hardware|2chip, stealth|3criminal|4&^^^|5|6|7|8|9|10|11{R}^\use this credit to pay for using killers.|12&^|13silencer|

|1program|2|3criminal|4&^^^|5|6|7|8&^|9|10|11you cannot use @ more than once each turn.\{C}^^: install a program from your grip, paying the install cost.|12&|13savoir-faire|

|1resource|2connection|3criminal|4&^|5|6|7|8|9|10|11{T}: prevent another installed resource from being trashed.\{T}: gain {C}^^.|12&|13fall guy|

|1event|2double|3shaper|4&^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\gain {C}^^. gain an additional {C}^ for each double event in your heap.|12&|13power nap|

|1program|2|3shaper|4&^^^^|5|6|7|8&^^|9|10|11{O}: choose a rezzed piece of ice. that ice gains sentry, code gate or barrier until the end of the next run this turn.|12&^^^|13paintbrush|

|1event|2double|3neutral|4&^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\gain {C}^^^^^^^^^.|12&^^^|13lucky find|

|1identity|2natural|3criminal|4&|5|6|7&^|8|9&^^^^^^^^^^|1045|11when your turn begins, gain {C}^^ if the corp has more scored agenda points than you.|12|13iain stirling: retired spook|

|1identity|2clone|3criminal|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^^^|1045|11the first time each turn you play a run event, gain {C}^.|12|13ken "express" tenma: disappeared clone|

|1identity|2natural|3criminal|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1040|11the first time you make a successful run on hq each turn, you may expose &^ card.|12|13silhouette: stealth operative|

|1event|2|3criminal|4&^|5|6|7|8|9|10|11gain {C}^ for each installed connection resource.|12&|13calling in favors|

|1event|2priority, run|3criminal|4&^^|5|6|7|8|9|10|11play only as your first click.\gain {O}. run any server.|12&^|13early bird|

|1event|2|3criminal|4&^|5|6|7|8|9|10|11look at the top &^^^^ cards of your stack and add &^ of those cards to your grip. shuffle your stack.|12&^|13express delivery|

|1event|2run|3criminal|4&^^^|5|6|7|8|9|10|11run hq. the first &^^ times this run you encounter a piece of ice, bypass that ice. if successful, you cannot breach hq.|12&^^|13feint|

|1event|2run|3criminal|4&^^|5|6|7|8|9|10|11run hq. if successful, access &^^ additional cards when you breach hq.|12&^^|13legwork|

|1event|2double|3criminal|4&^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\search your stack for a run event and play that run event (paying its play cost), ignoring any additional costs. shuffle your stack.|12&^^|13planned assault|

|1hardware|2console|3criminal|4&^^|5|6true|7|8|9|10|11+{M}^\your maximum hand size is increased by &^.\whenever the corp scores an agenda, you may search your stack for a card and add it to your grip. shuffle your stack.\limit &^ console per player.|12&^^^^|13logos|

|1hardware|2|3criminal|4&^^|5|6|7|8|9|10|11{R}^\use this credit to play run events.|12&^|13public terminal|

|1hardware|2weapon|3criminal|4&^^^|5|6|7|8|9|10|11use this hardware only if you have made a successful run on hq this turn.\{O}{O}: trash &^ rezzed bioroid, clone, executive, or sysop in the root of a remote server.|12&^|13unregistered s&w '35|

|1hardware|2|3criminal|4&^|5|6|7|8|9|10|11{O}: draw &^ card from the bottom of your stack.|12&^^|13window|

|1program|2icebreaker, killer|3criminal|4&^^|5&^|6|7|8&^|9|10|11{C}^: break &^ sentry subroutine.\{C}^^: +&^^^ strength.\this program cannot interface with ice protecting a remote server.|12&^^^|13alias|

|1program|2icebreaker, fracter|3criminal|4&^^|5&^^|6|7|8&^|9|10|11{C}^^: break up to &^^^ barrier subroutines.\{C}^^: +&^^^^ strength.\this program cannot interface with ice protecting a remote server.|12&^^|13breach|

|1program|2|3criminal|4&^|5|6|7|8&^|9|10|11install only if you made a successful run on hq this turn.\whenever the corp draws a card, you may pay {C}^^ to reveal that card.|12&|13bug|

|1program|2icebreaker|3criminal|4&^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ tracer subroutine.\{C}^^: +&^^^ strength.|12&^^|13gingerbread|

|1program|2|3criminal|4&^^|5|6|7|8&^|9|10|11{T}: break all but &^ subroutine on a piece of ice.|12&^^|13grappling hook|

|1program|2icebreaker, decoder|3criminal|4&^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ code gate subroutine.\{C}^^: +&^^ strength.\this program cannot interface with ice protecting a remote server.|12&^|13passport|

|1event|2|3criminal|4&^|5|6|7|8|9|10|11secretly spend any number of credits. the corp guesses if you spent an even or odd amount. reveal spent credits. if the corp guessed incorrectly, gain credits equal to twice the amount spent.|12&^^|13push your luck|

|1resource|2job|3criminal|4&^^^|5|6|7|8|9|10|11when your turn begins, you may choose a server. the first time this turn you make a successful run on that server, instead of breaching it, gain {C}^^.|12&|13security testing|

|1resource|2connection|3criminal|4&^^^^|5|6true|7|8|9|10|11when you install @, lose all credits in your credit pool.\your maximum hand size is equal to the number of credits in your credit pool.|12&^^^|13theophilius bagbiter|

|1resource|2connection|3criminal|4&^|5|6|7|8|9|10|11you cannot use @ more than once per turn.\{O}: gain {C}^^.\when @ is trashed, suffer &^^^ meat damage.|12&^^|13tri-maf contact|

|1event|2|3neutral|4&|5|6|7|8|9|10|11install up to &^^^ programs from your grip (paying the install costs).|12&^|13mass install|

|1hardware|2chip|3neutral|4&|5|6|7|8|9|10|11+{M}^\when an installed program is trashed, trash this hardware.|12&|13q-coherence chip|

|1program|2icebreaker, ai|3neutral|4&|5&|6|7|8&^|9|10|11when you install this program, place &^ power counter on it for each unused mu. \hosted power counter: break &^ subroutine.\{C}^: +&^ strength.|12&^^^^|13overmind|

|1resource|2connection|3neutral|4&^|5|6true|7|8|9|10|11you cannot use @ more than once per turn.\{O}: name a card type. reveal the top card of your stack. if the revealed card is of the named type, draw it and gain {C}^^. otherwise, trash it.|12&^|13oracle may|

|1resource|2connection|3neutral|4&^^|5|6true|7|8|9|10|11the play cost of operations and events is increased by &^.|12&^^^|13donut taganes|

|1event|2priority|3anarch|4&^^^|5|6|7|8|9|10|11play only as your first {O}.\choose a server. the corp can rez a piece of ice protecting this server. if he or she does not, make a run on that server, during which the corp cannot rez ice.|12&^|13cyber threat|

|1program|2virus|3anarch|4&^^|5|6|7|8&^|9|10|11whenever you make a successful run on hq, the corp loses {C}^.\trash @ if the corp purges virus counters.|12&^|13lamprey|

|1event|2priority|3criminal|4&^^|5|6|7|8|9|10|11play only as your first {O}.\remove all tags.|12&^^^^|13paper tripping|

|1resource|2|3criminal|4&^|5|6|7|8|9|10|11gain {C}^ whenever a trace is initiated.|12&^^|13power tap|

|1identity|2cyborg|3shaper|4&|5|6|7&^|8|9&^^^^^^^^^^^^^^^|1045|11whenever you encounter a piece of ice after an approach during which that ice was rezzed, lose all credits in your credit pool. gain credits equal to the rez cost of that ice.|12|13nasir meidan: cyber explorer|

|1event|2priority|3shaper|4&^^|5|6|7|8|9|10|11play only as your first {O}.\choose an unrezzed piece of ice. if the corp rezzes that piece of ice this turn, gain credits equal to its rez cost.|12&^^|13social engineering|

|1program|2daemon|3shaper|4&^^|5|6|7|8&^|9|10|11@ can host up to &^^ programs. the memory costs of hosted programs do not count against your memory limit.|12&^^|13leprechaun|

|1resource|2virtual, source|3neutral|4&^|5|6true|7|8|9|10|11whenever you make a successful run on r&d, instead of breaching r&d, you may install this program from your grip, ignoring all costs.\{T}: the corp draws &^^ cards.\limit &^ per deck.|12&^^^^^^^|13eden shard|

|1program|2|3anarch|4&^^^^|5|6|7|8&^|9|10|11place &^^^ power counters on @ when it is installed.\hosted power counter: break ice subroutine on a piece of ice that has a strength of &^^^^^ or greater.|12&^^^|13d4v1d|

|1event|2current|3anarch|4&^^|5|6|7|8|9|10|11this card is not trashed until another current is played or an agenda is scored.\the first piece of ice encountered each turn has -&^^ strength for the remainder of the run.|12&^^|13scrubbed|

|1event|2priority|3criminal|4&^^|5|6|7|8|9|10|11play only as your first {O}.\when this turn ends, gain {C}^^ for each successful run you made during it.|12&^|13three steps ahead|

|1event|2current|3criminal|4&^^|5|6|7|8|9|10|11this card is not trashed until another current is played or an agenda is scored.\the corp cannot install more than &^ piece of ice each turn.|12&^|13unscheduled maintenance|

|1program|2virus|3criminal|4&^|5|6|7|8&^|9|10|11place &^^^ virus counters on @ when it is installed.\hosted virus counter: gain {C}^.|12&^|13cache|

|1event|2current|3shaper|4&^|5|6|7|8|9|10|11this card is not trashed until another current is played or an agenda is scored.\{R}^\use this credit during a run.|12&^|13net celebrity|

|1program|2|3shaper|4&^|5|6|7|8&^|9|10|11{C}^^^ or {T}: prevent an installed piece of hardware from being trashed.|12&|13llds energy regulator|

|1resource|2stealth, virtual|3neutral|4&|5|6|7|8|9|10|11place {C}^^^ on @ when it is installed. when there are no credits left on @, trash it.\you can use the credits on @ during a run.|12&^|13ghost runner|

|1identity|2g-mod|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11{C}: break &^ barrier subroutine. use this ability only once per turn.|12|13quetzal: free spirit|

|1program|2icebreaker, fracter|3anarch|4&^^^|5&^^^|6|7|8&^|9|10|11{C}^: break &^ barrier subroutine. if you spent a credit from a stealth card to use this ability, instead break up to &^^^ barrier subroutines.\{C}^^: +&^ strength. if you spent at least &^ credit from a stealth card to use this ability, instead +&^^ strength.|12&^^^^|13blackat|

|1resource|2location, seedy|3anarch|4&^^^^|5|6true|7|8|9|10|11{O},{O},{O},{O}: draw &^^^^^^^^^^ cards.|12&^^|13duggar's|

|1hardware|2console|3criminal|4&^|5|6true|7|8|9|10|11+{M}^^\your maximum hand size is increased by &^^.\limit &^ console per player.|12&^^^^|13box-e|

|1resource|2connection|3criminal|4&^^|5|6true|7|8|9|10|11{O}: host a resource or piece of hardware from your grip on @.\when your turn begins, you may install a hosted card, lowering the install cost by &^^.|12&^^^|13the supplier|

|1program|2icebreaker, decoder|3shaper|4&^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ code gate subroutine.\{C}^: +&^^^ strength. use this ability only by spending a credit from a stealth card.|12&^|13refractor|

|1resource|2location|3shaper|4&^|5|6true|7|8|9|10|11the first time you have no credits in your credit pool each turn, gain {C}^.|12&^^|13order of sol|

|1resource|2virtual, source|3neutral|4&^|5|6true|7|8|9|10|11whenever you make a successful run on archives, instead of breaching archives, you may install this resource from your grip, ignoring all costs.\{T}: breach archives. you cannot access cards in the root of archives during this breach.\limit &^ per deck.|12&^^^^^^^|13hades shard|

|1resource|2connection|3neutral|4&^|5|6true|7|8|9|10|11you have +&^ allotted {O} on your turn.\if you are tagged, trash this resource.|12&^^^^^^^^|13rachel beckman|

|1event|2|3anarch|4&^^|5|6|7|8|9|10|11reveal the top &^^^^ cards of your stack and trash all programs revealed. gain {C}^ for each program trashed, and add the rest of the revealed cards to your grip.|12&^|13inject|
